occurrenceID,type,basisOfREcord,SampleId,species,scientificName,organismQuantity,organismQuantityType,identifiedBy
Ugent:Ecopot1:0062,event,HumanObservation,Kessenich_18apr07,Cyclotella,Cyclotella,90.15622347,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0063,event,HumanObservation,Heerenlaak_22jun07,Stephanodiscus,Stephanodiscus,90.15622347,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0064,event,HumanObservation,Kessenich_18apr07,Aulacoseira,Aulacoseira,90.15622347,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0065,event,HumanObservation,Heerenlaak_6sep06,Tetrastrum,Tetrastrum,86.54997453,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0066,event,HumanObservation,Heerenlaak_12jul07,Desmodesmus,Desmodesmus,81.14060112,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0067,event,HumanObservation,Kessenich_7sep06,Chlamydomonas,Chlamydomonas,79.54960894,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0068,event,HumanObservation,Kessenich_12jul07,Aphanizomenon,Aphanizomenon,75.01365777,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0069,event,HumanObservation,Kessenich_12jul07,Asterionella formosa,Asterionella formosa,64.59509419,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0070,event,HumanObservation,Heerenlaak_31may07,Cryptomonas_larger25,Cryptomonas larger25,64.17835165,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0071,event,HumanObservation,Kessenich_22jun07,Aphanizomenon,Aphanizomenon,58,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0072,event,HumanObservation,Kessenich_7sep06,Actinocyclus,Actinocyclus,55.68472626,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0073,event,HumanObservation,Heerenlaak_12jul07,Aulacoseira,Aulacoseira,54.09373408,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0074,event,HumanObservation,Heerenlaak_22jun07,Chlamydomonas,Chlamydomonas,45.07811173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0075,event,HumanObservation,Heerenlaak_17apr07,Desmodesmus,Desmodesmus,45.07811173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0076,event,HumanObservation,Heerenlaak_22jun07,Desmodesmus,Desmodesmus,45.07811173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0077,event,HumanObservation,Kessenich_18apr07,Lagerheimia ciliata,Lagerheimia ciliata,45.07811173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0078,event,HumanObservation,Kessenich_18apr07,Monoraphidium  ,Monoraphidium  ,45.07811173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0079,event,HumanObservation,Kessenich_20oct06,Cyclotella,Cyclotella,44.7303663,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0080,event,HumanObservation,Heerenlaak_6sep06,Merismopedia,Merismopedia,43.27498726,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0081,event,HumanObservation,Kessenich_31may07,Scenedesmus,Scenedesmus,38.63838149,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0082,event,HumanObservation,Kessenich_31may07,Glenodinium,Glenodinium,38.63838149,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0083,event,HumanObservation,Kessenich_31may07,Actinastrum,Actinastrum,35,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0084,event,HumanObservation,Kessenich_31may07,colonial_unknown_diatom,colonial unknown diatom,33.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0085,event,HumanObservation,Heerenlaak_6sep06,Scenedesmus,Scenedesmus,32.45624045,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0086,event,HumanObservation,Heerenlaak_6sep06,Nitzschia,Nitzschia,32.45624045,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0087,event,HumanObservation,Kessenich_7sep06,coccal_green_algae_cells,coccal green algae cells,31.81984358,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0088,event,HumanObservation,Heerenlaak_20oct06,Chlamydomonas,Chlamydomonas,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0089,event,HumanObservation,Kessenich_12jul07,Chlamydomonas,Chlamydomonas,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0090,event,HumanObservation,Heerenlaak_12jul07,Staurastrum,Staurastrum,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0091,event,HumanObservation,Heerenlaak_20oct06,coccal_green_algae_cells,coccal green algae cells,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0092,event,HumanObservation,Kessenich_12jul07,Trachelomonas,Trachelomonas,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0093,event,HumanObservation,Heerenlaak_20oct06,Actinocyclus,Actinocyclus,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0094,event,HumanObservation,Kessenich_12jul07,Actinocyclus,Actinocyclus,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0095,event,HumanObservation,Heerenlaak_12jul07,Cyclotella,Cyclotella,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0096,event,HumanObservation,Heerenlaak_12jul07,Aulacoseira_subborealis,Aulacoseira subborealis,27.04686704,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0097,event,HumanObservation,Kessenich_20oct06,Cyclotella_10µm,Cyclotella 10µm,25.28238095,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0098,event,HumanObservation,Kessenich_7sep06,Aulacoseira_subborealis,Aulacoseira subborealis,23.86488268,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0099,event,HumanObservation,Kessenich_7sep06,Mallomonas,Mallomonas,23.86488268,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0100,event,HumanObservation,Heerenlaak_24aug07,Aulacoseira,Aulacoseira,23.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0101,event,HumanObservation,Heerenlaak_31may07,Aulacoseira,Aulacoseira,23,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0102,event,HumanObservation,Heerenlaak_6sep06,Coelastrum,Coelastrum,21.63749363,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0103,event,HumanObservation,Heerenlaak_6sep06,Pediastrum,Pediastrum,21.63749363,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0104,event,HumanObservation,Heerenlaak_20oct06,Desmodesmus,Desmodesmus,20.28515028,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0105,event,HumanObservation,Heerenlaak_20oct06,Mallomonas,Mallomonas,20.28515028,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0106,event,HumanObservation,Kessenich_20oct06,Schroederia,Schroederia,19.44798535,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0107,event,HumanObservation,Kessenich_24aug07,Cyclotella,Cyclotella,18.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0108,event,HumanObservation,Kessenich_12jul07,Pandorina,Pandorina,16.66970173,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0109,event,HumanObservation,Heerenlaak_17apr07,Tetrastrum,Tetrastrum,15.02603724,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0110,event,HumanObservation,Heerenlaak_24aug07,Desmodesmus,Desmodesmus,13.52343352,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0111,event,HumanObservation,Heerenlaak_12jul07,Schroederia,Schroederia,13.52343352,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0112,event,HumanObservation,Heerenlaak_12jul07,Tetrastrum,Tetrastrum,13.52343352,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0113,event,HumanObservation,Heerenlaak_20oct06,Aulacoseira_subborealis,Aulacoseira subborealis,13.52343352,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0114,event,HumanObservation,Heerenlaak_24aug07,Asterionella formosa,Asterionella formosa,12.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0115,event,HumanObservation,Kessenich_31may07,Aulacoseira,Aulacoseira,11.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0116,event,HumanObservation,Heerenlaak_6sep06,Lagerheimia ciliata,Lagerheimia ciliata,10.81874682,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0117,event,HumanObservation,Heerenlaak_6sep06,Schroederia,Schroederia,10.81874682,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0118,event,HumanObservation,Heerenlaak_6sep06,Pseudoanabaena,Pseudoanabaena,10.81874682,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0119,event,HumanObservation,Kessenich_22jun07,Nitzschia,Nitzschia,10.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0120,event,HumanObservation,Heerenlaak_24aug07,Dictyosphaerium,Dictyosphaerium,10.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0121,event,HumanObservation,Kessenich_22jun07,coccal_green_algae_cells,coccal green algae cells,10,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0122,event,HumanObservation,Kessenich_24aug07,coccal_green_algae_cells,coccal green algae cells,10,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0123,event,HumanObservation,Kessenich_22jun07,Chlamydomonas,Chlamydomonas,9.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0124,event,HumanObservation,Kessenich_22jun07,Trachelomonas,Trachelomonas,9.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0125,event,HumanObservation,Kessenich_31may07,coccal_green_algae_colony,coccal green algae colony,8.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0126,event,HumanObservation,Kessenich_22jun07,Aulacoseira,Aulacoseira,8.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0127,event,HumanObservation,Kessenich_22jun07,Gonium,Gonium,8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0128,event,HumanObservation,Kessenich_7sep06,Desmodesmus,Desmodesmus,7.954960894,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0129,event,HumanObservation,Kessenich_7sep06,Scenedesmus,Scenedesmus,7.954960894,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0130,event,HumanObservation,Kessenich_7sep06,Schroederia,Schroederia,7.954960894,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0131,event,HumanObservation,Kessenich_12jul07,coccal_green_algae_colony,coccal green algae colony,7.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0132,event,HumanObservation,Kessenich_31may07,Nitzschia,Nitzschia,7.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0133,event,HumanObservation,Heerenlaak_22jun07,Aphanizomenon,Aphanizomenon,7.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0134,event,HumanObservation,Kessenich_31may07,Gonium,Gonium,7,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0135,event,HumanObservation,Heerenlaak_20oct06,Botryococcus,Botryococcus,6.76171676,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0136,event,HumanObservation,Heerenlaak_20oct06,Scenedesmus,Scenedesmus,6.76171676,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0137,event,HumanObservation,Heerenlaak_20oct06,Trachelomonas,Trachelomonas,6.76171676,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0138,event,HumanObservation,Heerenlaak_20oct06,Nitzschia,Nitzschia,6.76171676,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0139,event,HumanObservation,Heerenlaak_31may07,Navicula,Navicula,5.834395604,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0140,event,HumanObservation,Kessenich_31may07,Synedra,Synedra,5.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0141,event,HumanObservation,Kessenich_24aug07,Cryptomonas_larger25,Cryptomonas larger25,5.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0142,event,HumanObservation,Heerenlaak_17apr07,Asterionella formosa,Asterionella formosa,5.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0143,event,HumanObservation,Heerenlaak_22jun07,Aulacoseira,Aulacoseira,5.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0144,event,HumanObservation,Heerenlaak_22jun07,coccal_green_algae_colony,coccal green algae colony,5,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0145,event,HumanObservation,Kessenich_12jul07,Fragilaria,Fragilaria,4.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0146,event,HumanObservation,Kessenich_31may07,Asterionella formosa,Asterionella formosa,4.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0147,event,HumanObservation,Heerenlaak_24aug07,Mallomonas,Mallomonas,4.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0148,event,HumanObservation,Heerenlaak_20oct06,Aulacoseira,Aulacoseira,3.9,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0149,event,HumanObservation,Kessenich_24aug07,Chlamydomonas,Chlamydomonas,3.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0150,event,HumanObservation,Kessenich_22jun07,Oocystis,Oocystis,3.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0151,event,HumanObservation,Kessenich_18apr07,Diatoma vulgaris,Diatoma vulgaris,3.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0152,event,HumanObservation,Kessenich_24aug07,Aphanizomenon,Aphanizomenon,3.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0153,event,HumanObservation,Heerenlaak_12jul07,Crucigenia,Crucigenia,3.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0154,event,HumanObservation,Heerenlaak_31may07,Desmodesmus,Desmodesmus,3.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0155,event,HumanObservation,Kessenich_12jul07,Pediastrum,Pediastrum,3.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0156,event,HumanObservation,Heerenlaak_12jul07,Coelastrum,Coelastrum,3.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0157,event,HumanObservation,Kessenich_31may07,Monoraphidium  ,Monoraphidium  ,3.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0158,event,HumanObservation,Kessenich_12jul07,Tetrachlorella,Tetrachlorella,3.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0159,event,HumanObservation,Heerenlaak_12jul07,Trachelomonas,Trachelomonas,3.2,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0160,event,HumanObservation,Kessenich_7sep06,Asterionella formosa,Asterionella formosa,3.1,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0161,event,HumanObservation,Kessenich_22jun07,Closterium,Closterium,3,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0162,event,HumanObservation,Kessenich_22jun07,Schroederia,Schroederia,3,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0163,event,HumanObservation,Kessenich_22jun07,Anabaena_planctonica,Anabaena planctonica,3,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0164,event,HumanObservation,Heerenlaak_24aug07,Schroederia,Schroederia,2.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0165,event,HumanObservation,Kessenich_24aug07,Trachelomonas,Trachelomonas,2.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0166,event,HumanObservation,Heerenlaak_17apr07,unknown_pennate_diatom_2,unknown pennate diatom 2,2.8,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0167,event,HumanObservation,Heerenlaak_22jun07,Nitzschia,Nitzschia,2.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0168,event,HumanObservation,Kessenich_22jun07,Glenodinium,Glenodinium,2.6,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0169,event,HumanObservation,Kessenich_12jul07,Eudorina,Eudorina,2.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0170,event,HumanObservation,Kessenich_31may07,Pandorina,Pandorina,2.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0171,event,HumanObservation,Kessenich_22jun07,Monoraphidium  ,Monoraphidium  ,2.4,Calculated Individuals per ML,J. Van Wichelen
Ugent:Ecopot1:0172,event,HumanObservation,Kessenich_12jul07,Synedra,Synedra,2.4,Calculated Individuals per ML,J. Van Wichelen
